review,sentiment
"I've watched a lot of television in my 51 years, but I've never had so much fun week after week, as I had watching Oz. The acting by the entire cast was excellent. The writing was just perfect, with every character remaining consistent throughout the six year run. I also enjoyed the mayhem and the ultra-violence. It may sound odd, but it was at times, comical finding out how one of the characters would eventually end up dead. I particularly enjoyed the true romance and love between Beecher and Keller. Those two men really knew how to throw down, in every way possible. I truly hope that HBO will continue to show us re-runs of this great show FOREVER! I've watched every episode at least 4 times yet I still look forward to Tuesday and Thursday nights at 11 p.m. for an episode of this fun and very entertaining show.",positive
"This is by far the funniest short made by the two comic geniuses. From the time they walk in, to the time Hardy just falls off the roof, this keeps me laughing hysterically. I highly suggest that every fan of Laurel and Hardy should see this short. I also recommend all of the Ghost Series. If you are looking for laughs, see this movie and you will be happy.",positive
"The people who are bad-mouthing this film are those who don't understand film to begin with. These are the people who love movie blockbusters and adverse to any movie that doesn't star Leonardo DiCaprio. Wilder Napalm is a neat little film that may seem quirky and maybe even stupid at first, but what it lacks in plot, it more than makes up for in substance.<br /><br />One thing in particular about the movie that impressed me was it's use of music, which plays a large part. Those students of film music will notice how important music is in the movie, both in Vida and Wilder's life, and in the background. Wilder's theme, Vida's theme, and Wallace's theme are all heard in the opening sequence, and it is funny how some of the lyrics play out. For instance, in the scene where the men are singing ""Duke of Earl"", Vida is with Wilder when the men sing something like ""She is my girl"", and then she goes over to Wallace to give him something when the men sing the lyric ""She will be my girl"" cleverly showing the tension between the two brothers There are all sorts of little intricacies like this inside the movie, and while it may look like a flop on the outside, the real student of film will notice how good this movie really is.",positive
"I found this film completely and utterly incomprehensible. I knew some of he facts about Caravagggio, but here they were twisted and puzzling. The images were weirdly interesting but I was looking more for a biographical and/or critical accounting of Caravaggio's life and works, not an LSD type drug trip. The dialogue was very confusing and jumping back and forth in time via the use of trains, calculators, typewriters and cigarettes was extremely distracting. Had it been labelled an ""artsy film"" I wouldn't have purchased the DVD; now I have a DVD that I'll never watch again and who would buy it? I prefer mainstream films not those that require translation or elucidation. Thumbs down on this one for me!",negative
"Time For A Hit!<br /><br />Waqt Dir- Vipul Amrutlal Shah Cast- Amitabh Bachchan, Akshay Kumar, Priyanka Chopra, Shefali Shah, Rajpal Yadav and Boman Irani. Written by- Aatish Kapadia Rating- ***<br /><br />Eureka! We've got it! Yes, ladies and gentlemenin Vipul Shah's 'Waqt', we have probably found this year's first bona fide hit. Replete with all the necessary ingredients of a commercial Bollywood fare, 'Waqt' has all that it takes for a movie to click with the Indian audiences. It's the kinda film that makes a distributor feel happy and contemplate his next phoren visit! In this 'saga of Indian emotions' then, we have a happy family(isn't it always?) of three. Ishwar(Amitabh Bachchan), the postman-turned-millionaire(don't ask how!...there's something about selling toys while delivering letters and all thatseriously- who gives a damn!), married to Sumi(Shefali Shah) is a doting father to Aditya(Akshay Kumar). Ishwar has to make a serious decision about his son's careless attitude towards the responsibilities of life. His love for Aditya though, results in his procrastination of the grave issue. However, when faced with a situation that will test his race against time, Ishwar has no alternative but to throw Aditya out of the house- hoping that the new predicament might make him more conscientious of his own life. But this presumed solution becomes a problem in itself, as the rift between the loving father-son increases and the fences continue to grow. <br /><br />You don't have to be a rocket-scientist to realize that such a story provides ample opportunities to infuse comedy and drama alike. So, pre-interval you have the initially funny, later annoying comedy track of Boman Irani and Rajpal Yadav; and post-interval there are the go for your kerchief moments between Aby and Akki! Writer Aatish Kapadia(he also penned the original Gujarati play 'Aavjo Vhala Fari Malishu' on which the film is based) does a good job of keeping the narrative fluid. The dialogues tend to get inconsistent at times. It doesn't help that songs appear like acne on a teenage face and mar the proceedings. Clearly, a couple of numbers could've been done away with. On the directing front, Vipul shows that he possesses a natural flair for story-telling. 'Waqt', as well as his earlier debut effort 'Aankhen', manage to keep you interested till the last reel. On a personal note- the seesaw of emotions was a tad jerky for me. But gauging from the audience reactions, it was working to the hilt.<br /><br />Finally, 'Waqt' is all about its performances which amount to one whole point in the overall rating! Amitabh Bachchan is dependable as always. His energy is visible and so is his age! Shefali pitches in a finely nuanced performance and matches the superstar at every step. Boman and Rajpal bring the house down with their histrionics. Priyanka has little to do than fulfill the perfunctory role of a heroine. When it all boils down though, 'Waqt' is Akshay's vehicle. I have always maintained that Akki is as good as the role suits him. Put him in a 'Mujhse Shaadi Karogi' and he's fantastic, but in a 'Bewafaa' he is woefully bad. Here, Akki is probably at his best. Whether it is his comic timing or his emotional renderings, he is near-perfect. There's also an action scene for his fans! Ironically, his previous best endeavour was in 'Aankhen'- with the same director and Big B at his side!<br /><br />'Waqt' is by no means a memorable movie. It's not one that will feature in the better films of our industry. But it is one for the masses. And at a time when the industry is waiting desperately for a universal hit, 'Waqt' might just do the trick!<br /><br />- Abhishek Bandekar<br /><br />Trivia- This is Akshay Kumar's second consecutive film after 'Bewafaa', in which he performs on stage during the climax!<br /><br />Rating- ***<br /><br />* Poor ** Average *** Good **** Very Good ***** Excellent<br /><br />22nd April, 2005",positive
"This is one of Disney's top five animated features, in my opinion. Cinderella was a perfect return to the full-length feature animation film (as opposed to the compilation films of the 40's), and expensive depth via the multi-plane camera returns to the film in no other way. Although Disney adapts the story somewhat liberally, you gather the idea of the era via the dress and set stylizations---a clear time period the story takes place.<br /><br />Cinderella is more mature than Snow White, and a multi-dimensional character. Actually, all of the characters are somewhat well-developed, except for the Prince--left the most flat--we know he has a sense of humor, and a great smile, but that's about all. Like Snow White, Disney has some permanent impact on the story in popular culture---in most versions of Cinderella, the stepsisters are attractive, just not as pretty as Cinderella, and their character takes away from their otherwise nice appearance.<br /><br />Favorite Disney additions: the mice! Also, appreciated the continuity--Cinderella always loses her shoe throughout the film. The addition of the homemade gown as well as the following assault from the stepsisters was always horrific as a child--I remember View Master showing this with a black background and a large red light on it! The broken slipper shows the unwillingness of evil Lady Tremaine to give up her hold over Cinderella and admit defeat---Audley would go on to characterize the most wicked of all Disney villains, satanic witch Maleficent, in Sleeping Beauty.",positive
I just want to say that I was thrilled to find these comments about the show. I have tried online searches for info about the show in the past with no luck. I LOVED the show. I have a hard time getting motivated to exercise but this show made it fun. As another comment mentioned that it wasn't so complicated as the routines nowadays. It was an ideal workout that got the job done! I would give anything to be able to buy a copy of just one workout. I remember many of the moves but not nearly all of it. Somebody please try to get it back on the air and also make it available on DVD. It is so great to know I wasn't the only one that loved that show! Thanks for making my day!,positive
"One hundred and seventy five million dollars is a hell of a lot of money to spend on even the biggest summer blockbuster. Not even Michael Bay had a budget that big for Transformers, so exactly how Universal Pictures spent that much cash making Evan Almighty is a mystery. They certainly didn't spend it on the script for one thing as the film is not so much a classic comedy as it is Christian flag waving and bar one or two quiet chuckles, you're most likely to spend the duration wondering where the budget went or why Steve Carrell felt the need to slum it in a decidedly average movie at the exact moment when his star profile has begun to rise.<br /><br />A sequel to the Jim Carrey comedy Bruce Almighty, this film sees former supporting character Evan Baxter (Carrell) moving up the ladder into the main player slot. The story opens with him leaving the news desk to become a public official and moving to Washington with his wife and three generic sons (slightly weird primary school moppet, spirited middle schooler and sulky teenager). Evan's bid to change the world through politics however gets a spanner in the works when God (Morgan Freeman) appears and asks him to build an Ark.<br /><br />In other words, it's an updating of the old Genesis story, with Evan fighting off cynicism and naysayers to build the immense boat. Unfortunately, while the premise is reasonably promising, it sadly does not provide many laughs. There's a bit of fun to be had in the early going where Evan's straight-laced MP tries to juggle the demands of public service with the unwelcome packs of animals that follow him around and a beard that resists all attempts to shave it, but as soon as he accepts his divine mission, the film takes a nosedive.<br /><br />From this point on, it turns into a message movie. Evan begins preaching with alarming regularity and Morgan Freeman keeps turning up to offer kind wisdom, while gently prodding his chosen in the right direction. Without Evan's resistance though, the only trace of comedy left comes in the form of a few rubbish animal-feces jokes and John Michael Higgin's role as Evan's exasperated right-hand man. Higgins may show the same rich comic potential that he did previously in Arrested Development, but his enthusiasm cannot save the sinking vessel, especially seeing as Carrell has all but placed his formidable improv skills on the back-burner.<br /><br />In some respects, it's slightly similar to the Passion of the Christ, but unlike Mel Gibson's movie which encouraged everyone to believe in God through blood letting and guilt tripping, Evan Almighty tries a more gentle approach. The movie simply tells us that we should have faith in God, because He has faith in us. Unfortunately, this movie is just as likely to make you laugh as the Passion is. Carrell is on autopilot, the jokes don't exist and Wanda Sykes makes a bid to become the most annoying person on the planet. It might be sweet, but somebody just tossed $175 000 000 overboard.",negative
"The gates of Hell opened up and spit out this film, then closed again.<br /><br />Watching this movie makes me appreciate other movies I have seen, like all other movies. Nothing makes sense in this movie.<br /><br />It would really take too long to mention all the plot problems. In fact, except as a warning, it really isn't worth wasting some of the nearly infinite space available on the internet writing about this film.<br /><br />From now on, I will check IMDb before watching any film.<br /><br />Hot darn, IMDb is forcing me to write more about this film. I guess I should warn you about Edison Force while I am at it. But if you had to chose between the two, pick Edison Force.",negative
"If this film becomes a holiday tradition I am going to have to hide for Christmas for the rest of my life. How do you even think of comparing this with 'A Wonderful Life'! It was absolutely awful! The boy singing made my toes curl. And what on earth was the deal with his hair?? Emmy worthy performance?! Please. Granted, Lucci did OK but an Emmy????? I think this film is a waste of money. The fact that they stuck so close to the original story pretending to give it a modern and retro touch made it even worse. It lacked enthusiasm and persistence on all accounts. Lighting, wardrobe, make-up, it seemed everybody wanted to go home. Just a big NO from me.",negative
"Completely agree with other review.<br /><br />I watched this movie for about 5 minutes. I looked up the one review on another site and found that it wasn't even a real sequel. This was after I slowly backed away from the TV with remote in hand, jaw dropping lower and lower. <br /><br />The quality of the filming is beyond low budget. It doesn't even look like a freaking movie. If I were watching 'home video' footage from a documentary I would expect it.<br /><br />In summary: Avoid, avoid avoid. Boooo Lion's Gate!<br /><br />Completely ashamed of myself for watching 5 minutes and I hope that I've saved others from renting or owning it.",negative
"You know I only watched 15 minutes of this film, so I can't really describe how great it is. I mean the concept alone is so original and intriguing it just did not let me go. Then there is the mass of academy award winning people involved here plus the academy award nominated director. YOU JUST CAN'T miss. I mean imagine it is the middle of the night and you're not sleepy yet. This film comes on. You watch it and are shocked. It is so brilliant, so original it is so GREAT. It will feel to you that half an hour later you've turned off the screen, but as you go to your bed you see it's only 15 minutes after midnight. ENJOY!!!<br /><br />3 out of 10",negative
"I loved this movie! OH MY GOSH! This movie rocked so hard! I found it amongst some old tapes and didn't know what it was and after having read the back of the cover to see what the summer had to say about it (Which btw, mentioned the fact that Elton John covered the soundtrack for the film more times than it mentioned what the film was actually about.), I thought it sounded interesting, and I was even more interested in seeing it because it was an older film.<br /><br />""What controversy?"" I thought to myself as I put the tape in the player, I was curious I get. And my expectations were certainly met. I loved it! I guess it is a really girly kind of movie, but it was so sweet and adorable! It was a beautiful romance, although at times the directing reminded me of the camera work in 'The Graduate', which I thought at the time of seeing it the director must have been on acid with some of the close ups they did.<br /><br />OK, so it wasn't entirely conceivable for these two kids to run off and live on their own...but it could happen...in a fantasy...<br /><br />But, the ending just sincerely ticked me off! I was so mad with how they ended it...it sort of leaves you hanging, and I suppose they may address what actually happens to them in the sequel...but at the same time, I'm almost hesitant to see that, since sequels are almost never as good as the first.<br /><br />I totally recommend this movie to anyone sixteen and over! It's an awesome movie...Awesome!",positive
"My father has worked with top secret information in the DIA before and he is the one who mentioned this movie to me. When I was a kid I would always ask him what would happen if he gave away secrets and he recommended this movie.<br /><br />In the movie it really puts 2, almost completely different FRIENDS! in a tangle they never really knew what the outcome would really be. The snowman, Daulton really cracked me up because the movie portrayed him as just some drug pusher that did not know what he was arguing about, and in the movie it seemed like he got the worst of everything. The falcon, Chris is just a guy that wanted to express his feelings on U.S government in a very radical view.<br /><br />For movie lovers this is a must see!!!",positive
"The books of James Michener taking readers to faraway places with strange sounding names were probably at their most popular in the 1940s and 1950s. His Tales of the South Pacific became a major blockbuster Broadway hit for Rodgers&Hammerstein. South Pacific was directed by Joshua Logan and he was a natural to do the film adaption of another Michener success, Sayonara.<br /><br />It was only a decade before that American films during World War II did not portray the Japanese kindly. I'm sure it wasn't easy for people who fought the Pacific war to change attitudes overnight. That and a general no fraternization policy with occupied peoples in general are at the crux of this story about interracial romance.<br /><br />Sayonara is a relevant film today. The military has always butted in to the personal lives of its personnel in ways no civilian employer could get away with legally. In America at the time Sayonara was made there were still miscegenation laws on the books in many states. Today gays in the military is a big issue. Someone may one day do a Sayonara like film on that issue.<br /><br />Joshua Logan was on familiar ground. South Pacific also had racism as a component of its plot. With a sure hand, Logan assembled a great cast and crafts a beautiful story.<br /><br />Marlon Brando, Patricia Owens, James Garner, Kent Smith some of the occidental players do a fine job. But the picture is stolen by the orientals here. Miko Taka hits the mark beautifully as Brando's love interest. But the real stars are the two that one both Supporting players Oscars, Red Buttons and Miyoshi Umeki.<br /><br />Buttons is your everyman enlisted man Air Force member. He falls passionately in love with Katsumi played by Miyoshi Umeki. They marry and the military cruelly does everything they can to break them up. They presume to KNOW what's best for Buttons and Umeki. Buttons was a TV comedian and a fair talent, but he never got a part as good as this the rest of his career.<br /><br />And Miyoshi Umeki's Oscar was the first one given to an oriental. It got a great deal of attention because at the time of the Academy Awards, Miyoshi was starring on Broadway in Flower Drum Song. I was privileged to see it on Broadway, it was the first Broadway show I ever saw. I still carry the memory of it.<br /><br />That Oscar symbolized something else too. Our war with Japan was really over and we saw in Sayonara a great nation with a proud tradition and culture.<br /><br />Ricardo Montalban plays Nakamura, a Kabuki Theatre actor. If Sayonara were done today, Logan would never get away with it. But Montalban is fine. <br /><br />Good location photography and a grand story. This film should be revived more often it has a great moral.",positive
"Cannon pulled off a real visual beauty of a medieval epic that appears fascinating (except for the dragon prop). Now just how did the long-gone studio known for Chuck Norris movies ever come up with a complete lack of knowledge in the first place? Case in point: the amateurish acting and horrible plot is a sign that reviving the medieval legend is no cure for some lousy execution. They actually went on and made another cheap exploitationer featuring hundreds of lusty bimbos, just to make this look even better. For the two ""Barbarian Brothers"", they sure know how to make weird noises than becoming brave warriors so strong and bold enough to save their native land. This is the single greatest waste of potential I've seen from an ""expensive"" low-budget movie, and worse enough to let an axe strike through the gorgeous print without mercy. All of this followed an advertising campaign that sold T-shirts based on THE BARBARIANS! The movie alone makes a great souvenir!",negative
"Very well done acting and directing. This is a cross between ""The Last Don"" and "" Godfather 2"".One large plus for this production is that it is claimed to be a true story of Joseph Bonanno. With a better music score to create mood, it could have been a rival for both Godfather movies.",positive
"This is the greatest show ever made next to south park. I love this show! it is so funny, and Peter's laugh is hilarious. You need to watch this show right away for the few people who have never seen this show before. One of my favorite shows of all time.<br /><br />If you can, try to see some of the later episodes such as I dream of Jesus, or Tales of a third grade nothing. But there's never been an episode I didn't like. All of the episodes are absolutely hilarious. It's got a great satire to it as well. You can find a lot of clips on you tube. If you're somewhere near a computer or a TV see it right away however you can.",positive
"Not the worst movie I've seen but definitely not very good either. I myself am a paintball player, used to play airball a lot and going from woods to airball is quite a large change. The movie portrays similar qualitys First of all the movie starts off with this team that apparently is trying to shoot this ""Phantom"" guy or whatever, they appear to be a professional team and wear jerseys and shoot mags, autocockers. One guy sporting a bushy. Not much wrong with the movie but more how it's perceived it was very cheesy. A bunch of kids who are the good guys are woodsball players who don't appear to have much money and have dreams of getting ""better guns"". Another team constantly picks on them and insults them because they play woods and blah blah blah The phantom helps these woodsball kids out and trains them and all this crap, he gets them to play airball and basically defeats all the teams including the ""professionals"".<br /><br />So what exactly is wrong with the movie? Well the budget is a huge thing, a paintball movie WOULDN'T be bad but the budget is pretty low and the movie feels like it was done by an amateur. There are no big names in this film and the acting is very cheesy. The perception of paintball is pretty bad too. They seem to imply that everyone is going to speedball and all this other crap. It just was a lousy movie in my opinion and doesn't give a real perception what paintball is. To be honest real paintball isn't all buddy like, it's a lot of cussing and bonus balling not ""respect"" and playing by the rules. Don't watch this movie and then expect to go to a field screaming ""4 is 1!!""",negative
"Stefan is an x-con that five years ago got married to Marie. Their marriage has been stable until Stefan past catch up with them and he's offered to do a courier job. Stefan's job is a heroin delivery from Germany to Sweden which should go easily.<br /><br />In Germany Stefan meet Elli, a girl from Bosnia that has been sold to a stripclub owner. Stefan dislikes what he sees and decide to help Elli out of her misery. Due to the fact that Elli's father during the war fleed to Sweden Elli now goes with Stefan to Sweden. To make up with the past Stefan promises Elli to help her find her father, no matter what it takes. Finally back in Sweden the whole situation seems to be more complicated than Stefan ever thought of..<br /><br />This movie doesn't seem to fit in the ordinary class of swedish movies due to the fact that it's been americanized alot. Regina Lund and Cecilia Bergqvist makes it all average, the effects makes the movie a little too much though. See it and jugde for yourself.<br /><br />",negative
"When I saw Lon Chaney, Jr. and Boris Karloff in the cast, I was expecting to find a typically ""schlocky"" 1950's style horror movie. The opening scene (a graveyard with a wolf howling in the background) seemed to confirm this. Once I began watching it, though, what I discovered was a nifty little mystery about an Englishman (Richard Green) seeking to discover what had happened to two of his friends who had disappeared in the Black Forest and, if necessary, to take revenge against the evil Count (Stephen McNally) who ruled the territory. Chaney, as the voiceless Gargon, had a rather limited role (one which reminded me of the Hunchback of Notre Dame, actually) while Karloff had a somewhat more substantial role as Dr. Meissen. In fact, Meissen was one of the more interesting characters in the movie, and it was difficult to know until the very end whether he would be established to be a good guy or a bad guy! The castle set was magnificent, and even the limited depiction of the Black Forest was real enough. It certainly didn't come across as low-budget, compared to other movies I've seen anyway. The only disappointment, I thought, was Rita Corday's performance as the Countess. She seemed somewhat dry and didn't seem to put much passion into the role.<br /><br />That aside, I found that this movie held my attention throughout, and there was enough suspense about how this was all going to turn out to make it well worth the watching. Definitely recommended, with a 7/10 rating.",positive
"(WARNING: SPOILERS!)<br /><br />Five young people ignore the warnings of forest ranger George Kennedy and hike up to the misty Oregon mountains where they are stalked and butchered by a pair of huge, deformed, in-bred hillbilly twins. When only two are left, Warren and his girl Connie, they resort back to their animal instincts to stay alive. The film ends with Connie shoving half of her arm down one of the killers' throats, choking him to death. A very powerful, if somewhat overrated, backwoods slasher flick thats effective use of lighting, sound and photography make it a cut above the usual FRIDAY THE 13TH cash-in. Lead by an attractive, likeable cast, especially Deborah Benson (where is she now?) and Gregg Henry, this nifty companion piece to director Jeff Lieberman's SQUIRM (1976) and BLUE SUNSHINE (1977) shouldn't be missed.",positive
"What a shame that some good talent was wasted. This is a tedious and overly self-conscious movie, that could tell its story in half the time. Is that Derek Jacobi under that beard doing two roles? Gosh, who would have guessed.<br /><br />The emotional payoff a the end was weak and unsatisfying. Certainly not worth enduring the padded length of the movie for. I felt quite let down.<br /><br />The sound was dreadful. First, they used stock music. Second, it was so loud during some of the dialog, that the words were hard to make out. Only three sound crew, and a trainee? There were more people listed in the credits for either the accounting or the legal.<br /><br />Some of the camera work was quite good though, and the actors did a good job with a mediocre script.<br /><br />Not a good use of viewing time, at least for me.",negative
I bought this movie and after I watched it I decided that I did not care for it. The acting was BAD. Was the principal a robot? He had no personality and his facial expression didn't change through the whole movie. At times the voices didn't match up. People talking and their lips didn't even move.,negative
"There's so many negative reviews about ""Stay away, Joe"" in here I just can't stay quiet any longer and let this injustice happen. Here's a side you haven't heard yet.<br /><br />Elvis Presley's movies are my guilty pleasure for a simple reason: they are perfect films for a pure relaxation because I don't have to think when I watch them. That means I don't have to worry about missing a complex plot because there never is a proper plot to start with. I can just kick off my shoes, grab a beer, sit back, switch off my brains and enjoy all the general wackiness and catchy easy-going rock n' roll tunes from the grooviest decade of them all.<br /><br />In my books ""Stay away, Joe"" definitely falls into the ""so bad it's good""-category. Now if you're like me and appreciate ""the trash value"", this is the ultimate 1960's camp experience. It's so bad that it's almost surrealistic to watch and just when you think that it can't possibly get any worse it surprises you in the most imaginable ways. In the end you're so amazed by all the new levels of stupidity you just don't know whether to laugh or cry. In a nutshell: I love it because it's so damn amusing that there once was a generation that actually made films like this. I still give it 1 out of 10 though - once it hits the bottom 100 it will became an instant bad movie classic.",negative
"Virginal innocent Indri finds herself at a house of prostitution run by ruthless pimp MG. Indri winds up incarcerated in MG's private prison after she refuses to make love to him. Of course, Indri and worldly top con Helga join forces and plan to escape. Maman Firmansyah's blah, uninspired direction and Piet Burnama's dull, talky script thoroughly undermine any trashy vitality this flick needs in order to qualify as a pleasing piece of babes-behind-bars exploitation junk: the sluggish pace painfully drags throughout, there's no gratuitous female nudity whatsoever (the girls don't even show any skin during the obligatory group shower scene!), the expected torture and degradation are both extremely tame and tepid, the moderate crummy gore likewise fails to impress, and even a ridiculous catfight sequence ain't nothing to get excited about. Thomas Susanto's pedestrian cinematography, the laughably lousy dubbing, the excruciatingly overlong 102 minute running time, the sappy theme song, and Gatot Sudarto's cornball score add further abject insult to already appalling injury. Only some decent last reel break-out action offers a little relief from the otherwise overly abundant stultifying tedium. A complete yawn-inducing dud.",negative
"This is, quite literally, the worst movie I have ever watched in my life. It may be the worst movie possible. Some movies are so bad that they're good; this movie is so bad that it goes past enjoyable camp and simply becomes unwatchably awful. It is the anti-enantiodromia. We bought it with the intent to heckle, and all of my family gathered around for a fun evening of clever remarks; instead, we sat in stunned silence, pitying poor Peter Sellers.<br /><br />This is worse than the animated Lord of the Rings. It is worse than the Matrix sequels. It is worse than Krull. It is worse than any Batman movie.<br /><br />Do not, under any circumstances, let this movie approach within ten feet of your television.",negative
"This is one of the better feel-good films of 1999 with Kate Capshaw leading an all-star cast about a small town and a love letter. First off, the scenery is beautiful, and anyone who sees this film and doesn't want to move to this location is crazy! For the cast, Capshaw is stunning as the lead actress who captivates the emotional roller-coaster role. Tom Everett Scott is charming as the ""author"" of the note throughout the film, and the always delightful Ellen Degeneres is hilarious! Blythe Danner and the actress who plays the bookstore saleswoman are both terrific, too. Although it was unsuccessful, the film is great as it is both short and sweet and well as very romantic. 10/10",positive
"Hardcastle and McCormick is an excellent TV show. <br /><br />Yes, it is predictable much like The Dukes of Hazzard, Hunter, The A-Team, etc etc etc.<br /><br />This show is just good clean television. The relationship between Hardcastle and McCormick is quite amusing. They often take jabs at each other several times an episode, which adds a great deal of humor to the show. It contains several car chases in almost every episode, but, who doesn't enjoy a good car chase? Especially with the Coyote! <br /><br />I only wish they made clean television like this today I highly recommend this!",positive
"I had some reservations about this movie, I figured it would be the usual bill of fare --- a formula movie about Christmas. Being in the middle of a heat wave in late June, we decided to give it a shot anyway, maybe we would see some snow.<br /><br />This movie turned out to be one laugh after another. Ben Affleck was believable in his character, but the real star of this one is James Gandofini. He delivered his lines with a real wit about him and made a great ""dad"".<br /><br />If you want to have an enjoyable couple of hours, definitely check this one out.",positive
"This movie is excellent in how it portrays the reality of sexual abuse. The daughters perfectly express their conflicting emotions of affection and betrayal. The on-location scenery is absorbingly authentic, and the soundtrack is unobtrusive yet moving. This film is a graduate-level course in a reality that's too little recognized in American society. Personally, I'm freaked out by the names of the characters -- Lange's character is Ginny Cook Smith -- my name is Connie Cook Smith, and my mom is Genny Cook. The youngest daughter is Caroline Cook, which is my sister's name, and the father is Larry Cook, my cousin's name.But sex abuse was not in our immediate family.",positive
"I was thrilled to watch this movie expecting it to be the sequel to the cult classic ""Private Lessons"" which portrays the dream of any male teenager.<br /><br />""Private Lessons II"" has NOTHING to do with the title I mention. It's just a regular soft-core Cinemax flick that won't make a change in your life. There's just one hot sex scene in a rooftop but that's it. I watched this a long time ago but believe me, this is just a regular boring soft core flick.<br /><br />The women are hot but that's not enough to rent or buy the movie. My advice is to watch this only if it airs on cable.",negative
"SUcks. That's all I got to say about this sorry excuse for a film. Sucks. Sucks. Sucks. I mean, what the hell were they thinking? The idiots involved should never be allowed to make another films. The acting was so bad that it even failed to entertain on a bad level. The attempt at a ""lesbian scene"" was sad. I felt so bad for the ladies involved. This movie sucks! Sucks! Sucks!<br /><br />I heard rumors of a sequel.<br /><br />God<br /><br />Help<br /><br />Us<br /><br />All",negative
"Personally, I think Sayonara was the greatest movie he ever made. It touched every emotion from anger to romance to complete tragedy. And Brando should have won for best actor. Anyway, the movie is awesome, the man is attractive to BOTH MEN AND WOMEN and now you have no reason not to see it! Do so, and fall in love.",positive
"I have seen many, many productions of The Nutcracker. Now perhaps I viewed this movie from the tainted point of view of a theatrical director, but I was disappointed. I'm sure people in the specific business of ballet choreography find this production impressive but from a purely theatrical perspective I found everything from design to choreography to be lackluster and unbefitting of a ""motion picture"". None of the traditionally ""weird"" and impressive costumes looked like what they were supposed to be (i.e. the candies didn't look like candies, the rats didn't look like rats but rather like chocolate kisses,) the acting was weak, perhaps toned down too much for the screen, and the choreography just didn't do anything for me. This makes the entire show very satisfactory (at best), as if it were intended to not set itself apart from any other production. But remember, again, this is from the artistic perspective of a theatrical director, not a dancer or a choreographer, but a straight male theatrical director.",negative
"I don't see why everyone is bombing this so much. I thought it was a great fun time that sadly wasn't popular enough to be that famous. Believe me I have seen much much worse than this. If you want a bad movie see blood shack or the alien dead or something. So what this is normal slasher fare but better than most. And it is watchable. This movie also has one of the best soundtracks I've heard. Some of the music is very suspenseful. And the death scenes are cool too. We see a very bloody body in a bathtub with the words SOLD written in blood on the mirror, and we also get a cool double beating by a toilet plunger! with razors attached to it! This was a good fun 80s slasher that's definitely worth your time despite what others say about it.",positive
"If you like me enjoy films with plots and convincing actors then Alien Vs Predator- Requiem is probably not the way to go. In summary, alien lands in typical American town, Predator lands in American town, both have a bit of a fight, US government blows up town, some people get away.....I'm sorry I think I might have spoilt the ending. Its easy to criticise someone who's being critical; people cry out, I bet you couldn't do any better! I bet I could ! Having made this film,watched it and then turned to congratulate each other with a pat on the back and a job well done; there must surely have been the spectre of lunacy in the room.",negative
"Tigerland follows the lives of a group of recently drafted men into the army who are called up to fight in Vietnam in 1971.<br /><br />At this point, America knows they are fighting a loosing battle, and the director takes us through a 16mm handheld documentary shot film of the lives of several recruits in the 'Tigerland' training camp in Louisiana.<br /><br />The film is more of a character study no real plot, but it focuses on a key character Roland Boz, who is a dissabordinate yet intelligent man, who only wants to escape the camp. We are taken through several characters in the unit waiting for the story to unfold.<br /><br />I'd have to say this is a great story about Vietnam and more importantly about the army in general.. Great acting, and very memorable. Also the directors use of film and style works so well, cause it looks a lot like the old film footage you always see regarding Vietnam. Its great to see how the film shows that all the infighting and problems were so significant to the problems of fighting this battle. The particular scene where Boz walks away from a training mission where an instructor is showing how to use a radio as a torture device just about sums up everything about war in a nutshell... and it's futility.<br /><br />Fantastic film. Not just about Nam but about who individuals have to decide what is morally right by being 'in the army'.<br /><br />Rating 9 out of 10.",positive
"Along with ""King of the Rocket Men"", this was still being repeated on BBC TV in the early to mid eighties. If I was loading up a time capsule of this period both these series would definitely go in.<br /><br />Someone watching it for the first time will think it is silly but this is one of the best examples of the ""Serials"". Don Del Oro will make you laugh (When I was little my nickname for him was Mr Dustbin head) and it was funny upon being shot at he says ""Your bullets can't harm me"" then he stumbles back, seemingly less than happy. I also like the way he dispenses with Sebastian in the first episode.<br /><br />I watched this again because I had good memories of it from years back, there are some good stunts and good music, it has the ingredients you expect including water,rockfalls,runaway carts... Apart from the first episode(with Ralph Faulkner)the swordplay wasn't nearly as good as I remembered it, and yes it features the inevitable ""flashback"" episode! It gets 8 out of 10 because it still suffers from slow pace, padding and the other tricks. If you are interested in these serials I recommend the book by William Witney, ""In a Door, Into a Fight, Out a Door, Into a Chase"" although there is only a small entry about this series in it.",positive
"If you find the depiction of violent murders and wanton police brutality expressed in a plot less film with glacial pacing entertaining, then you're bound to enjoy Surveillance. This film was garbage for both the mind and spirit. The notion that this is a ""thriller"" is comical; that would imply some kind of tension and twists. You kept waiting for the story to actually finish ""starting"". It never rises above a glorification of weak-minded violent criminals and individuals from all walks of life. Picture all of the violence of ""No Country for Old Men"" without any kind of chase or sympathetic characters. Thrill-killers run amok. The acting is good, mostly, but the script is a pile. Don't bother, and tell your friends to don't bother.",negative
